Case Number,Missing Date,Gender,Race,Age Missing,Missing City,Missing State,Missing Zip,Lat,Lon,Vehicle Style,Vehicle Color
1236489,2014-08-13,Female,White,12,Oswegatchie,NY,,44.1828405,-75.070196,"Sedan, 4 door",White
1239240,2014-10-14,Male,Black,12,Seaford,DE,19973,38.6412256,-75.6110381,Sport Utility,Black
1240318,2014-11-11,Female,White,12,Nottingham,MD,21236,39.3698263,-76.4548626,,
1244128,2015-02-12,Male,Black,12,Washington,DC,20019,38.8910932,-76.947022,,
1252944,2015-08-11,Female,Biracial,12,North Hills,CA,91343,34.235822,-118.4849365,,
1257489,2015-11-04,Female,Hispanic,12,Cicero,IL,60804,41.8455877,-87.7539448,,
1262283,2016-02-07,Female,White,12,Rockwood,TN,,35.8656284,-84.68494,Truck,Brown
1265642,2016-03-29,Female,Black,12,San Leandro,CA,94578,37.7050703,-122.1235054,,
1268611,2016-05-19,Female,Hispanic,12,Springfield,VA,22150,38.7742151,-77.1887747,,
1277535,2016-09-24,Female,Biracial,12,Willowick,OH,44095,41.6331034,-81.4687274,,
1279790,2016-10-23,Female,Black,12,Raleigh,NC,27601,35.7744301,-78.6313624,,
1195358,2012-05-24,Female,Black,13,Long Beach,CA,90806,33.8065036,-118.1912538,,Black
1198963,2012-07-17,Female,Black,13,Winnetka,CA,91306,34.2048586,-118.5739621,,
1202144,2012-06-09,Female,Hispanic,13,Wathena,KS,,39.7591606,-94.9496907,,
1206449,2012-11-19,Male,White,13,Bayfield,CO,35927,37.2255593,-107.5981123,,
1208907,2013-01-08,Female,White,13,Herriman,UT,84096,40.5141147,-112.0329938,,
1211651,2013-03-01,Male,White,13,Metamora,MI,48455,42.9414173,-83.2891092,,
1217270,2013-06-05,Male,White,13,Eugene,OR,97404,44.0995566,-123.1314712,,
1219925,2013-07-24,Female,White,13,Portsmouth,RI,2871,41.6428256,-71.2245282,"Sedan, 4 door",White
1221004,2013-08-10,Female,Black,13,Farmington Hills,MI,48336,42.4658351,-83.3468784,,
1224372,2013-10-22,Female,Am. Ind.,13,Hamilton,MI,49419,42.6673526,-86.0019515,Coupe,Orange
1225984,2013-12-03,Female,White,13,Oregon City,OR,97045,45.3573429,-122.6067584,,
1227115,2014-01-06,Female,White,13,Alvin,TX,,29.4238472,-95.2441009,Pickup Truck,Black
1229060,2014-02-26,Female,Hispanic,13,Roswell,GA,30076,34.0567006,-84.3436881,"Sedan, 4 door",Gold
1231473,2014-04-28,Female,White,13,Rawlins,WY,82301,41.7910697,-107.2386627,,
1237499,2014-09-06,Female,White,13,Asheville,NC,28801,35.5927461,-82.5564559,"Sedan, 2 door",White
1245708,2015-01-31,Male,Biracial,13,Eureka,CA,95501,40.8134774,-124.1460963,,
1246118,2015-03-29,Female,White,13,Montrose,MO,64770,38.2578023,-93.9813297,Pickup Truck,Black
1246412,2015-04-04,Female,Biracial,13,Chicago,IL,60630,41.9720786,-87.7517295,,
1249769,2015-05-19,Female,Black,13,Capitol Heights,MD,20743,38.8851122,-76.9158068,,
1249836,2015-06-13,Female,Black,13,Myrtle Beach,SC,29577,33.7070405,-78.8948741,,
1250908,2015-07-04,Male,Black,13,Marshall,NC,,35.7973284,-82.6840251,,
1251306,2015-07-09,Male,White,13,Saint James,MO,,37.9972645,-91.6143224,,
1252643,2015-08-07,Female,White,13,Franklin,KY,42134,36.722263,-86.5772177,,
1256751,2015-10-23,Female,White,13,Ottumwa,IA,52501,41.0160293,-92.4083022,,Yellow
1261720,2016-01-27,Female,White,13,Blacksburg,VA,,37.2295733,-80.4139393,,
1262810,2016-02-16,Male,White,13,Quincy,FL,32352,30.5880468,-84.591058,,
1264296,2016-03-12,Female,White,13,Houston,TX,,29.7604267,-95.3698028,,
1264746,2016-03-20,Female,Black,13,Miami,FL,,25.7616798,-80.1917902,,
1269358,2016-05-31,Male,Black,13,Detroit,MI,,42.331427,-83.0457538,,Black
1269680,2016-06-05,Female,Hispanic,13,Herndon,VA,20170,38.9695545,-77.3860976,"Sedan, 4 door",Black
1274275,2015-11-20,Female,White,13,Lancaster,OH,43130,39.7136754,-82.5993294,,
1277400,2016-09-22,Female,White,13,Salem,MO,65560,37.6455993,-91.5359808,Pickup Truck,White
1282057,2016-11-19,Female,Asian,13,Fort Wayne,IN,46816,41.0233277,-85.0337392,"Sedan, 2 door",Black
1188294,2012-01-31,Female,White,14,Barnesville,GA,30204,33.0545709,-84.1557495,"Sedan, 4 door",White
1192768,2012-04-13,Female,White,14,Spokane,WA,99205,47.7000703,-117.4516702,,
1197559,2012-06-25,Female,White,14,Hazlehurst,GA,31539,31.8696309,-82.5943026,Motorcycle,Blue
1197561,2012-06-14,Female,Black,14,Mobile,AL,36607,30.7041262,-88.1144943,,
1198265,2012-07-04,Male,Hispanic,14,Corpus Christi,TX,,27.8005828,-97.396381,,
1198609,2012-07-12,Female,Hispanic,14,Wilkesboro,NC,28697,36.1459649,-81.1606401,"Sedan, 4 door",Silver
1200808,2012-08-01,Female,Hispanic,14,Riverside,CA,92504,33.9012386,-117.3910247,,
1202512,2012-09-12,Female,Hispanic,14,Wildwood,FL,,28.865264,-82.0389743,Truck,Black
1203509,2012-10-01,Female,Hispanic,14,Boca Raton,FL,33496,26.4039904,-80.1596041,,
1206029,2012-11-13,Female,Hispanic,14,Ontario,CA,91762,34.0420153,-117.6610854,,
1207337,2012-12-07,Female,White,14,Paragould,AR,72450,36.0584021,-90.4973286,Sport Utility,Bronze
1209500,2013-01-22,Female,White,14,Houston,TX,,29.7604267,-95.3698028,Sport Utility,Silver
1212127,2013-03-09,Female,White,14,Walnut Ridge,AR,72476,36.0684035,-90.9559534,,
1215276,2013-05-05,Female,Hispanic,14,Mount Pleasant,TX,75455,33.1567863,-94.968269,Pickup Truck,Brown
1220961,2013-08-09,Male,Biracial,14,Fort Lauderdale,FL,33309,26.1889227,-80.1763467,,
1221762,2013-08-23,Male,Biracial,14,Imperial,CA,92251,32.8475528,-115.5694391,,
1222017,2013-08-29,Female,Hispanic,14,Hollister,CA,95023,36.8524545,-121.4016021,Truck,Silver
1222041,2013-08-30,Female,Hispanic,14,Glendale Heights,IL,,41.9103068,-88.0717353,"Sedan, 4 door",
1222912,2013-09-17,Female,Hispanic,14,Ellenwood,GA,30294,33.609725,-84.2873662,,
1223775,2013-10-04,Male,Black,14,Astoria,NY,11101,40.7443091,-73.9418603,,
1223932,2013-10-09,Female,Hispanic,14,North Conway,NH,3860,44.0536805,-71.1284041,,
1226031,2013-12-04,Female,Hispanic,14,Kennewick,WA,99336,46.2138054,-119.161041,Sport Utility,"Green, Dark"
1229006,2014-02-25,Female,White,14,Springfield,OH,45504,39.9509734,-83.8366958,,
1230313,2014-03-31,Female,White,14,Albuquerque,NM,87112,35.1030501,-106.5171626,Hatchback/Fastback,
1230966,2014-04-14,Female,White,14,Magnolia,TX,77355,30.2093794,-95.7507815,,
1232363,2014-05-16,Male,Hispanic,14,Brooklyn,NY,11235,40.5860069,-73.9418603,,
1237047,2014-08-27,Female,Am. Ind.,14,Lame Deer,MT,,45.6230476,-106.6666984,Pickup Truck,Tan
1240551,2014-11-13,Male,Hispanic,14,Dos Palos,CA,93620,36.9860582,-120.6265722,,
1242306,2015-01-04,Male,Black,14,Bossier City,LA,71111,32.5849881,-93.6927531,,
1247463,2015-02-08,Female,Hispanic,14,Jasper,AL,35501,33.8226751,-87.2916713,"Sedan, 4 door",Green
1249353,2015-06-04,Female,Black,14,Prescott,AZ,86303,34.4525009,-112.4529878,,
1252070,2015-07-24,Male,White,14,Tequesta,FL,,26.9636401,-80.1121493,,
1252076,2015-07-24,Male,White,14,Jupiter Inlet,FL,,26.9483512,-80.0843529,,
1255392,2015-10-01,Male,White,14,Stockbridge,GA,30281,33.5442781,-84.2338093,,
1255570,2015-10-05,Male,Black,14,Pineville,LA,71360,31.3224044,-92.4343035,,
1257453,2015-11-02,Male,White,14,Evans Mills,NY,13637,44.0881158,-75.8071525,,
1264226,2016-03-11,Female,White,14,West Plains,MO,65775,36.7281154,-91.8523711,,
1264765,2016-03-09,Female,Black,14,Tallassee,AL,36078,32.5359683,-85.8932923,,
1266918,2016-04-18,Male,White,14,Orlando,FL,32811,28.5141606,-81.444379,,
1267179,2016-04-27,Female,Hispanic,14,Beaumont,CA,92223,33.9334088,-116.9734685,,
1269656,2016-06-05,Male,Hispanic,14,Myerstown,PA,17067,40.3745363,-76.3027318,,
1273146,2016-07-23,Female,Hispanic,14,Wichita,KS,67214,37.7040524,-97.3138554,,
1277682,2016-09-27,Female,Hispanic,14,Brownsville,TX,78521,25.9739925,-97.330053,"Sedan, 4 door",Black
1280579,2016-11-01,Male,White,14,Ingleside,IL,60041,42.3812067,-88.139818,,
1282798,2016-11-27,Female,White,14,Williamston,NC,,35.8546039,-77.0555114,,
1190455,2012-03-07,Female,White,15,Independence,MO,64052,39.0747341,-94.4542311,,
1191846,2012-03-30,Female,White,15,Elk Grove,CA,95757,38.3591901,-121.422761,,
1193817,2012-04-30,Female,Black,15,Duson,LA,70529,30.2357577,-92.1854035,"Sedan, 4 door",Silver
1193866,2012-05-02,Female,White,15,Cookeville,TN,38501,36.2452673,-85.5406209,,
1195635,2012-05-28,Male,White,15,Deerfield,SD,,44.0172035,-103.8340897,,
1197137,2012-06-19,Male,Black,15,Chicago,IL,60637,41.7805099,-87.603826,,
1197838,2012-06-29,Female,Asian,15,Concord,CA,94521,37.9538109,-121.9643745,,
1201209,2012-08-18,Female,Black,15,Richland,SC,,34.0412165,-80.9428911,,
1201338,2012-08-24,Male,White,15,Wyoming,MI,49548,42.8644771,-85.6588999,,
1204075,2012-10-10,Female,Hispanic,15,Long Beach,CA,90813,33.7844997,-118.1971031,,
1214949,2013-04-29,Male,White,15,Huntington,AR,,35.0823184,-94.2632668,Pickup Truck,White
1215898,2013-05-12,Female,White,15,Glenburn,ME,,44.9168621,-68.8457461,,
1216295,2013-05-20,Female,White,15,Dayton,IA,,42.2613645,-94.0685672,,
1217076,2013-05-30,Male,Hispanic,15,Richmond Hill,NY,11418,40.6958108,-73.8272029,,
1220938,2013-08-08,Female,White,15,Gilman City,MO,64642,40.1416732,-93.8724475,Pickup Truck,Silver
1221515,2013-04-25,Female,White,15,Seattle,WA,98146,47.4993052,-122.3658208,,
1221612,2013-08-21,Male,White,15,Rochester,NY,14616,43.2306445,-77.6478852,,
1222529,2013-09-03,Female,White,15,Lebanon,OR,97355,44.5365119,-122.9070339,Sport Utility,Gray
1223181,2013-09-23,Female,White,15,Gladstone,MI,,45.8527435,-87.0218049,,
1228981,2014-02-24,Female,Hispanic,15,Nacogdoches,TX,75961,31.6035129,-94.6554874,"Sedan, 4 door",Silver
1232020,2014-05-08,Male,White,15,Waterboro,ME,,43.5354332,-70.7145912,,
1241171,2014-11-27,Female,White,15,Cheney,WA,99004,47.4873895,-117.5757622,,
1243457,2015-01-29,Female,White,15,Lakeport,CA,95453,39.0429506,-122.9158293,,
1244365,2015-01-01,Male,Black,15,Fairfield,AL,,33.4859402,-86.9119366,,
1245963,2015-03-24,Female,Biracial,15,Los Angeles,CA,90066,34.0050173,-118.4338345,,
1249602,2015-06-08,Male,White,15,Magna,UT,84044,40.7091121,-112.1016088,,
1250630,2015-06-28,Female,Black,15,Bladenboro,NC,,34.5387799,-78.7875209,,
1252643,2015-08-07,Female,White,15,Franklin,KY,42134,36.722263,-86.5772177,,
1255407,2015-09-29,Female,White,15,Miami,OK,74354,36.8745146,-94.8774554,,
1256398,2015-10-17,Female,White,15,Gaylord,MI,49735,45.0275126,-84.6747523,,
1257450,2015-11-05,Male,Black,15,Philadelphia,PA,19153,39.8781725,-75.2362381,,
1257750,2015-11-08,Female,White,15,Brooklyn,OH,44144,41.4301349,-81.7512107,,
1258819,2015-12-02,Male,White,15,Palatine,IL,,42.1103041,-88.03424,,
1261511,2016-01-24,Female,Biracial,15,Forest Park,GA,30297,33.6134652,-84.3857442,,Red
1261586,2016-01-25,Female,White,15,Bartonville,IL,,40.6503158,-89.6520455,,
1263987,2016-03-07,Female,White,15,Brevard,NC,28712,35.2334472,-82.7342919,,
1264849,2016-03-20,Female,Biracial,15,Aurora,IL,60505,41.7579896,-88.2947675,,
1265460,2016-03-31,Female,White,15,Watervliet,MI,49098,42.1867052,-86.2605776,,
1267323,2016-04-29,Female,Black,15,Waterloo,IA,50703,42.5479071,-92.2827384,"Sedan, 4 door",Silver
1269030,2016-05-25,Female,White,15,Vallejo,CA,,38.1040864,-122.2566367,"Sedan, 4 door",Gold
1271640,2016-07-03,Male,White,15,Palm Beach,FL,33480,26.6872579,-80.0367259,,
1282884,2016-11-22,Female,White,15,Collingswood,NJ,8108,39.9181686,-75.071284,,
1283601,2016-12-07,Female,Hispanic,15,Miami,FL,33125,25.7862401,-80.2349196,,
1283644,2016-12-04,Female,White,15,Evans,GA,30809,33.5337464,-82.1306747,"Sedan, 4 door",Tan
1190126,2012-03-03,Female,White,16,San Bernardino,CA,,34.1083449,-117.2897652,,
1191008,2012-03-18,Male,White,16,Columbia Township,OH,45174,39.1586085,-84.3094955,,
1193263,2012-04-23,Male,White,16,Federal Way,WA,98003,47.3165043,-122.3223975,,
1196339,2012-06-07,Male,Black,16,El Monte,CA,91732,34.0791053,-118.0127534,,
1198050,2012-07-03,Male,White,16,Federal Way,WA,,47.3223221,-122.3126222,,
1198086,2012-07-04,Female,White,16,Leavenworth,KS,66048,39.3111112,-94.9224637,,White
1199681,2012-07-28,Female,Hispanic,16,San Ardo,CA,,36.0205207,-120.9051826,Sport Utility,Blue
1202481,2012-09-09,Male,Black,16,Goldsboro,NC,,35.3848841,-77.9927651,"Sedan, 4 door",Blue
1205249,2012-10-29,Female,Hispanic,16,Hanford,CA,93230,36.3274502,-119.6456844,,
1206028,2012-11-13,Female,White,16,Tacoma,WA,98406,47.2612103,-122.4971478,,
1206806,2012-11-27,Female,White,16,Oakland,CA,,37.8043637,-122.2711137,,
1207455,2012-12-09,Female,White,16,Mint Hill,NC,28227,35.1735404,-80.6570304,,
1209169,2013-01-14,Female,White,16,Cottleville,MO,63304,38.7481015,-90.6512209,Truck,Gray
1209512,2013-01-22,Female,White,16,Johnstown,CO,80534,40.3369272,-104.9121967,,
1209780,2013-01-26,Female,Am. Ind.,16,Duvall,WA,98019,47.7423218,-121.9856781,,
1210639,2013-02-11,Female,Black,16,Antioch,TN,37013,36.0597177,-86.6715948,,
1210890,2013-02-15,Female,White,16,Beverly Hills,MI,48025,42.516131,-83.2625577,,
1211481,2013-02-25,Female,White,16,Peconic,NY,11958,41.0334156,-72.455402,,
1213184,2013-03-28,Male,Black,16,Elizabeth City,NC,27909,36.2946008,-76.2510461,,
1220640,2013-08-03,Female,White,16,Lakeside,CA,92040,32.8572718,-116.9222488,Convertible,Silver
1230681,2014-04-08,Female,White,16,Cleveland,TX,77327,30.34132,-95.0854885,,
1236673,2014-08-18,Female,White,16,Prairie Du Chien,WI,53821,43.0516505,-91.1412404,Sport Utility,
1236873,2014-08-18,Male,White,16,Elkton,MD,,39.6067789,-75.8332718,"Sedan, 2 door",Blue
1237576,2014-09-08,Male,Hispanic,16,Woodbridge,VA,22193,38.6418278,-77.3439283,,
1238417,2014-09-28,Female,White,16,Fairfax,VA,22030,38.8462236,-77.3063733,,
1240819,2014-11-22,Male,Hispanic,16,Richmond,VA,23234,37.4664427,-77.4628325,,
1250802,2015-06-30,Female,Black,16,Cumberland,MD,21502,39.6528654,-78.7625185,,
1251084,2015-07-07,Female,White,16,Virginia,IL,62691,39.9511595,-90.2123426,Convertible,Blue
1251274,2015-07-09,Female,Hispanic,16,Rio Rancho,NM,87124,35.4452297,-106.8532381,Convertible,Gray
1251343,2015-07-12,Male,White,16,Nacogdoches,TX,,31.6035129,-94.6554874,Pickup Truck,White
1251780,2015-07-21,Male,Black,16,Phenix City,AL,36867,32.495281,-85.0129509,,
1252301,2015-07-30,Female,Black,16,Wilkes Barre,PA,18705,41.2737475,-75.8359645,,Red
1253371,2015-08-20,Female,White,16,Myrtle Beach,SC,29575,33.6308343,-78.9684177,Sport Utility,Silver
1256625,2015-10-22,Female,White,16,Knoxville,TN,,35.9606384,-83.9207392,,
1257848,2015-11-12,Female,White,16,Brandon,MS,39047,32.2732024,-89.9859158,,
1257849,2015-11-11,Female,White,16,Shady Valley,TN,37688,36.5375002,-81.8770671,,
1258884,2015-12-01,Female,Hispanic,16,El Paso,TX,79927,31.6395026,-106.2757514,,
1262242,2016-02-05,Male,White,16,Quanah,TX,79252,34.297855,-99.7403718,,
1262427,2016-02-07,Female,White,16,Brewton,AL,36426,31.1051779,-87.0721918,,
1263274,2016-02-23,Male,White,16,Jamul,CA,91935,32.7169988,-116.8761347,,
1264834,2016-02-19,Female,White,16,Springfield,MO,65803,37.294172,-93.2986106,Pickup Truck,Red
1266913,2016-04-24,Female,Hispanic,16,Portales,NM,88130,34.1861922,-103.3343978,Sport Utility,Unknown
1267469,2016-05-01,Female,White,16,Parkton,NC,28371,34.9026635,-79.0116971,,
1270814,2016-06-20,Male,Biracial,16,Saint Petersburg,FL,33712,27.7480089,-82.6645469,,
1272949,2016-07-15,Female,Black,16,Aurora,CO,80011,39.7542465,-104.7871004,,
1273862,2016-08-02,Female,White,16,Sheridan,MT,59749,45.4554809,-112.1969372,Pickup Truck,Black
1274071,2016-08-06,Female,White,16,Jersey Shore,PA,17740,41.2020171,-77.2644152,,
1279805,2016-10-23,Male,White,16,Greybull,WY,82426,44.4891239,-108.0562132,Sport Utility,Camouflage
1279806,2016-10-23,Male,White,16,Greybull,WY,82426,44.4891239,-108.0562132,Sport Utility,Camouflage
1280064,2016-10-17,Male,Black,16,Fort Worth,TX,76107,32.737615,-97.3840729,,
1280352,2016-10-29,Female,White,16,Hudson,NY,12534,42.2528649,-73.790959,,
1281183,2016-11-08,Female,White,16,Baytown,TX,,29.7355047,-94.9774274,Sport Utility,Cream
1281900,2016-11-13,Male,White,16,Palmer,AK,99645,61.5997222,-149.1127777,Sport Utility,"Blue, Dark"
1282896,2016-11-29,Male,White,16,Longview,TX,75604,32.502529,-94.8002333,,
1285070,2016-12-28,Female,Black,16,Beckley,WV,25801,37.7781702,-81.1881557,"Sedan, 2 door",Red
1187520,2012-01-01,Female,Asian,17,Vancouver,WA,,45.6318397,-122.6716063,,
1191587,2012-03-27,Male,White,17,Greenfield,MA,,42.587915,-72.5994104,,
1200157,2012-07-25,Female,Biracial,17,Saint Petersburg,FL,33712,27.7480089,-82.6645469,"Sedan, 4 door",White
1201790,2012-08-31,Female,Hispanic,17,Henderson,NV,89014,36.0633189,-115.0525302,"Sedan, 2 door",Red
1204098,2012-10-10,Male,Hispanic,17,Wildomar,CA,92595,33.5989126,-117.2800372,,
1204322,2012-10-13,Male,Biracial,17,Denver,NC,28037,35.5316576,-81.0295793,,Green
1210970,2013-01-29,Male,White,17,Erie,PA,,42.1292241,-80.085059,,
1216621,2013-05-25,Female,White,17,Pottsville,PA,,40.6856456,-76.195499,,
1218531,2013-06-23,Female,Black,17,Inglewood,CA,90305,33.9596334,-118.3286614,,White
1218969,2013-07-06,Female,Black,17,Daytona Beach,FL,32118,29.2046542,-81.0009199,,
1220294,2013-06-12,Female,White,17,Spring City,TN,37381,35.692015,-84.8607801,,
1220626,2013-08-03,Female,Black,17,Shipman,VA,22971,37.7237531,-78.839187,"Sedan, 4 door",White
1225000,2013-11-05,Female,White,17,Hansen,ID,83334,42.5296532,-114.301121,,
1227206,2013-12-04,Female,White,17,Wyoming,PA,18644,41.3117471,-75.8374174,,
1227229,2014-01-03,Male,White,17,Baltimore,MD,21223,39.2866135,-76.647047,,
1227268,2014-01-10,Male,Black,17,San Jose,CA,95112,37.3456227,-121.8847222,,
1227592,2014-01-21,Male,Black,17,Matthews,NC,28105,35.1168131,-80.7236804,,
1231313,2014-04-23,Male,White,17,Winston Salem,NC,27101,36.105232,-80.2042436,,
1233213,2014-06-03,Female,Black,17,Starke,FL,32091,29.9441298,-82.1098275,,
1236903,2014-08-23,Female,White,17,Lilburn,GA,30047,33.8901036,-84.1429719,Sport Utility,Black
1237183,2014-08-31,Female,White,17,Jackson,MS,,32.2987573,-90.1848103,,Green
1239270,2014-10-15,Male,White,17,Albany,NY,12206,42.6757698,-73.7860276,,
1241096,2014-12-02,Male,White,17,Trenton,FL,32693,29.6132942,-82.8176203,,
1243537,2015-01-31,Female,White,17,Pima,AZ,85543,32.8961755,-109.8275815,,
1247825,2015-04-30,Female,Black,17,Oxon Hill,MD,20745,38.8037805,-76.9931074,,
1255618,2015-10-06,Male,Hispanic,17,Hialeah,FL,33012,25.8641207,-80.3045967,,
1267713,2016-05-05,Male,White,17,Dallas,NC,28034,35.3165257,-81.1761895,,
1268094,2016-05-12,Male,White,17,Lima,OH,45801,40.786903,-84.0801613,,
1281567,2016-10-31,Male,Am. Ind.,17,Bemidji,MN,56601,47.4875361,-94.8858492,,
1282451,2016-11-25,Female,Black,17,Braintree,MA,2184,42.2079017,-71.0040013,,
1195170,2012-02-09,Male,White,18,Spanaway,WA,98387,47.103988,-122.4345661,,
1197145,2012-03-11,Male,White,18,Tupper Lake,NY,12986,44.2239488,-74.4640575,,
1199528,2012-06-11,Female,Hispanic,18,El Monte,CA,91732,34.0791053,-118.0127534,,
1202911,2012-09-19,Male,Hispanic,18,Las Vegas,NV,89110,36.1678611,-115.0406679,,
1203170,2012-09-23,Male,Asian,18,Evanston,IL,60201,42.060011,-87.6926257,,
1203606,2012-09-20,Male,Hispanic,18,Gainesville,FL,32608,29.6156734,-82.3659168,,
1204607,2012-10-13,Male,White,18,Sherrills Ford,NC,28673,35.6204121,-80.9864655,"Sedan, 4 door",Green
1209498,2013-01-09,Male,White,18,Alexandria,IN,46001,40.2628184,-85.675809,Sport Utility,Black
1210300,2013-01-10,Male,Black,18,High Point,NC,27265,36.0091763,-80.0199562,,
1222275,2013-07-08,Male,Black,18,Youngstown,OH,44511,41.0699247,-80.6937177,,
1222873,2012-08-16,Female,White,18,Warsaw,IN,46582,41.2381,-85.8530469,,
1223582,2013-09-30,Female,Hispanic,18,Grand Prairie,TX,75051,32.7320972,-96.9907197,,
1223737,2013-10-03,Male,White,18,Slinger,WI,53086,43.3261631,-88.2753144,Pickup Truck,Blue
1223931,2013-10-01,Female,White,18,Pueblo,CO,81001,38.3060189,-104.5422225,,
1225003,2013-11-05,Male,Hispanic,18,Wildomar,CA,92595,33.5989126,-117.2800372,,
1225920,2013-11-17,Female,Hispanic,18,Lubbock,TX,79414,33.5479366,-101.9176916,,
1230107,2014-02-22,Female,Biracial,18,Charleston,SC,29403,32.8007242,-79.9500477,,
1230950,2014-04-13,Male,White,18,Tiffin,OH,44883,41.1144992,-83.1779746,,
1234292,2014-06-02,Female,White,18,Cresskill,NJ,7626,40.9414874,-73.9593041,,
1234535,2014-06-27,Male,Hispanic,18,Los Angeles,CA,90012,34.0653347,-118.243891,,
1234643,2014-06-22,Male,Black,18,Los Angeles,CA,90059,33.9287591,-118.2468148,,
1235260,2014-07-12,Male,Am. Ind.,18,Payson,AZ,85541,34.2308684,-111.3251355,,
1237030,2014-06-26,Female,White,18,Savannah,GA,31401,32.081259,-81.0809848,,
1237640,2014-09-02,Female,White,18,Boone,NC,28608,36.2139148,-81.6795209,,
1237926,2014-09-13,Female,White,18,Charlottesville,VA,22903,38.0293059,-78.4766781,,
1239318,2014-09-06,Female,White,18,Omaha,NE,,41.2523634,-95.9979883,,
1241610,2014-11-25,Female,Black,18,Rock Hill,SC,29730,34.9248667,-81.0250784,,
1243470,2015-01-25,Male,Black,18,Albemarle,NC,28001,35.3501426,-80.2000578,,
1243889,2015-02-04,Female,Am. Ind.,18,Fairmont,NC,28340,34.4968311,-79.114202,,
1244930,2015-03-01,Male,Hispanic,18,Crystal Lake,IL,60014,42.2340456,-88.3336477,,
1246469,2015-03-02,Female,White,18,Norfolk,VA,23518,36.9208072,-76.2073525,,
1246601,2015-03-30,Male,White,18,Nocona,TX,,33.7867684,-97.7258626,Truck,
1246885,2015-04-13,Male,Hispanic,18,Los Angeles,CA,90061,33.9196443,-118.2731269,,
1247500,2015-04-24,Female,Black,18,Miami,FL,33162,25.9260794,-80.1819268,,
1248194,2015-05-12,Female,Black,18,North Hills,CA,91343,34.235822,-118.4849365,,
1249576,2015-05-22,Female,Black,18,Lincoln,NE,,40.8257625,-96.6851982,,
1251806,2015-07-20,Male,Hispanic,18,Bradenton,FL,34208,27.5004431,-82.5077593,,
1253192,2015-07-23,Male,White,18,Antonito,CO,81120,37.079179,-106.0086329,,
1253279,2015-08-05,Female,Biracial,18,Pasadena,CA,91101,34.1427587,-118.1386005,,
1264122,2016-03-09,Male,Black,18,Fort Wayne,IN,46835,41.1448223,-85.0545197,,
1264408,2015-10-10,Female,Hispanic,18,Midland,TX,79706,31.9973456,-102.0779146,,
1266064,2016-04-09,Female,White,18,West Chester,OH,45069,39.341965,-84.406761,"Sedan, 4 door",Black
1274015,2016-07-26,Female,Asian,18,Madison,WI,53704,43.1438143,-89.3511495,,
1279982,2016-10-25,Male,Black,18,Baldwin,NY,11510,40.6686336,-73.6119129,,
1283027,2016-10-03,Male,White,18,Nampa,ID,83651,43.5896264,-116.6132313,,
1283255,2016-11-25,Male,Black,18,Lake Stevens,WA,98258,48.015098,-122.0637425,,
1284205,2016-11-24,Male,White,18,Canadian,TX,,35.91282,-100.3820772,,
1188200,2012-01-26,Male,White,19,Munfordville,KY,42765,37.2722751,-85.8910819,,
1198036,2012-06-26,Female,White,19,Sacramento,CA,95825,38.5890819,-121.4084731,,
1199371,2012-05-31,Female,White,19,Mobile,AL,36619,30.5960565,-88.1974148,,
1202267,2012-06-01,Female,Biracial,19,Miami,FL,33144,25.7621935,-80.3129541,,
1203762,2012-04-27,Female,Black,19,Manhattan,NY,,40.7830603,-73.9712488,,
1204255,2012-09-30,Male,White,19,Tacoma,WA,98444,47.1547274,-122.4554287,,
1205349,2012-09-11,Male,White,19,Sellersburg,IN,47172,38.3981216,-85.754964,"Sedan, 4 door",Silver
1207898,2012-11-20,Male,Black,19,Charlottesville,VA,22903,38.0293059,-78.4766781,,
1208490,2013-01-01,Female,White,19,Lakeridge,NV,89449,38.9537555,-119.9104436,,
1218566,2013-05-21,Male,Biracial,19,San Francisco,CA,94102,37.7786871,-122.4212424,,
1218707,2013-03-29,Male,Black,19,Atlanta,GA,30308,33.7717008,-84.3726049,,
1219282,2012-06-30,Female,Hispanic,19,Las Vegas,NM,87701,35.5942137,-105.2227978,"Sedan, 4 door",Purple
1221108,2013-06-15,Female,Hispanic,19,Tempe,AZ,85281,33.4366655,-111.9403254,,
1222511,2013-08-30,Male,White,19,Castaic,CA,91384,34.4890363,-118.6256552,,
1225546,2013-11-19,Male,White,19,Marlboro Township,NJ,7746,40.3275488,-74.2673168,,
1225677,2013-11-23,Male,White,19,Edenton,NC,,36.057938,-76.6077213,,Black
1226247,2013-12-10,Female,White,19,Orangeburg,SC,29115,33.4918203,-80.8556476,Pickup Truck,"Green, Dark"
1232409,2014-05-18,Female,White,19,Broomfield,CO,80020,39.9389199,-105.0674317,,
1234645,2014-03-04,Male,Hispanic,19,Los Angeles,CA,90037,34.002058,-118.2818967,,
1236875,2014-08-19,Male,Black,19,Elkton,MD,,39.6067789,-75.8332718,"Sedan, 2 door",Blue
1240651,2014-11-18,Male,Black,19,Saint Louis,MO,63137,38.7479435,-90.2113571,,
1242652,2014-12-28,Male,White,19,Harrisburg,IL,62946,37.7383812,-88.540607,Sport Utility,Black
1246428,2015-03-30,Female,Black,19,Cleveland,OH,44130,41.376464,-81.7677645,"Sedan, 4 door",Gray
1247113,2015-03-01,Female,Black,19,Seymour,WI,54165,44.5149879,-88.3303798,,
1256971,2015-10-26,Female,White,19,Greenville,NC,27834,35.612661,-77.3663538,,
